tile_global,class,page,page_local,stem,obj_idx,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,image,rendered,mean_miou,poor
3697,doughnut,1,31,doughnut004S(11),0,388,336,646,432,images\doughnut004S(11).jpg,True,0.7612708972533561,False
3698,doughnut,1,32,doughnut004S(12),0,367,307,606,401,images\doughnut004S(12).jpg,True,0.7830977620730271,False
3699,doughnut,1,33,doughnut004S(13),0,396,297,659,394,images\doughnut004S(13).jpg,True,0.8120672536828748,False
3700,doughnut,1,34,doughnut004S(14),0,448,318,691,416,images\doughnut004S(14).jpg,True,0.777305964786202,False
3701,doughnut,1,35,doughnut004S(15),0,417,317,678,403,images\doughnut004S(15).jpg,True,0.7848360801729994,False
3702,doughnut,1,36,doughnut004S(2),0,387,273,640,372,images\doughnut004S(2).jpg,True,0.7965271337268349,False
3703,doughnut,1,37,doughnut004S(3),0,404,294,644,383,images\doughnut004S(3).jpg,True,0.8203542819271554,False
3704,doughnut,1,38,doughnut004S(4),0,400,298,659,386,images\doughnut004S(4).jpg,True,0.8050049086716979,False
3705,doughnut,1,39,doughnut004S(5),0,421,303,649,397,images\doughnut004S(5).jpg,True,0.793162458511111,False
3706,doughnut,1,40,doughnut004S(6),0,421,301,677,396,images\doughnut004S(6).jpg,True,0.8116464121826933,False
3707,doughnut,1,41,doughnut004S(7),0,383,328,641,418,images\doughnut004S(7).jpg,True,0.8021993269761127,False
3708,doughnut,1,42,doughnut004S(8),0,415,328,656,419,images\doughnut004S(8).jpg,True,0.7981971596359039,False
3709,doughnut,1,43,doughnut004S(9),0,394,282,653,379,images\doughnut004S(9).jpg,True,0.8248855546383885,False
3710,doughnut,1,44,doughnut004T(1),0,370,210,636,455,images\doughnut004T(1).jpg,True,0.7303972425271084,False
3711,doughnut,1,45,doughnut004T(10),0,386,227,653,474,images\doughnut004T(10).jpg,True,0.7184340394800193,False
3712,doughnut,1,46,doughnut004T(11),0,376,201,629,483,images\doughnut004T(11).jpg,True,0.7617988597929221,False
3713,doughnut,1,47,doughnut004T(12),0,394,204,666,460,images\doughnut004T(12).jpg,True,0.7229271669999308,False
3714,doughnut,1,48,doughnut004T(13),0,394,210,652,482,images\doughnut004T(13).jpg,True,0.6956816582242812,False
3715,doughnut,1,49,doughnut004T(14),0,371,241,634,477,images\doughnut004T(14).jpg,True,0.7114145309902826,False
3716,doughnut,1,50,doughnut004T(15),0,360,191,617,471,images\doughnut004T(15).jpg,True,0.779033057989968,False
3717,doughnut,1,51,doughnut004T(2),0,386,199,653,488,images\doughnut004T(2).jpg,True,0.7545980219284947,False
3718,doughnut,1,52,doughnut004T(3),0,363,221,649,465,images\doughnut004T(3).jpg,True,0.7486587666714504,False
3719,doughnut,1,53,doughnut004T(4),0,382,217,610,460,images\doughnut004T(4).jpg,True,0.7167735519381351,False
3720,doughnut,1,54,doughnut004T(5),0,384,234,639,466,images\doughnut004T(5).jpg,True,0.7686155116420026,False
3721,doughnut,1,55,doughnut004T(6),0,343,182,626,451,images\doughnut004T(6).jpg,True,0.7400116911756656,False
3722,doughnut,1,56,doughnut004T(7),0,368,234,620,488,images\doughnut004T(7).jpg,True,0.7470822950940104,False
3723,doughnut,1,57,doughnut004T(8),0,374,212,636,464,images\doughnut004T(8).jpg,True,0.7420650251107395,False
3724,doughnut,1,58,doughnut004T(9),0,378,209,637,488,images\doughnut004T(9).jpg,True,0.7206819773363891,False
3725,doughnut,1,59,doughnut005S(1),0,414,284,678,377,images\doughnut005S(1).jpg,True,0.796276862787022,False
3726,doughnut,1,60,doughnut005S(10),0,406,320,656,412,images\doughnut005S(10).jpg,True,0.7821478263851914,False
3727,doughnut,1,61,doughnut005S(11),0,406,266,669,352,images\doughnut005S(11).jpg,True,0.7924698489915881,False
3728,doughnut,1,62,doughnut005S(12),0,452,290,701,386,images\doughnut005S(12).jpg,True,0.7925965907968249,False
3729,doughnut,1,63,doughnut005S(13),0,440,303,710,387,images\doughnut005S(13).jpg,True,0.8044507065668753,False
3730,doughnut,1,64,doughnut005S(14),0,384,345,647,435,images\doughnut005S(14).jpg,True,0.7877221804010692,False
3731,doughnut,1,65,doughnut005S(15),0,423,326,701,413,images\doughnut005S(15).jpg,True,0.7878293762167972,False
3732,doughnut,1,66,doughnut005S(2),0,426,331,681,416,images\doughnut005S(2).jpg,True,0.7872042638328315,False
3733,doughnut,1,67,doughnut005S(3),0,413,292,667,374,images\doughnut005S(3).jpg,True,0.7856823561534925,False
3734,doughnut,1,68,doughnut005S(4),0,410,299,650,384,images\doughnut005S(4).jpg,True,0.7865341947596369,False
3735,doughnut,1,69,doughnut005S(5),0,423,339,672,427,images\doughnut005S(5).jpg,True,0.8109662277867249,False
3736,doughnut,1,70,doughnut005S(6),0,370,300,637,391,images\doughnut005S(6).jpg,True,0.8100534147418202,False
3737,doughnut,1,71,doughnut005S(7),0,405,323,657,413,images\doughnut005S(7).jpg,True,0.7112362079888346,False
3738,doughnut,1,72,doughnut005S(8),0,396,315,644,411,images\doughnut005S(8).jpg,True,0.7706732722826408,False
3739,doughnut,1,73,doughnut005S(9),0,429,300,686,383,images\doughnut005S(9).jpg,True,0.8169553093616313,False
3740,doughnut,1,74,doughnut005T(1),0,385,203,666,476,images\doughnut005T(1).jpg,True,0.7474205970160435,False
3741,doughnut,1,75,doughnut005T(10),0,362,190,647,457,images\doughnut005T(10).jpg,True,0.7303042936093528,False
3742,doughnut,1,76,doughnut005T(11),0,390,188,640,457,images\doughnut005T(11).jpg,True,0.7253957457189193,False
3743,doughnut,1,77,doughnut005T(12),0,366,190,620,429,images\doughnut005T(12).jpg,True,0.7107684740562892,False
3744,doughnut,1,78,doughnut005T(13),0,375,212,639,486,images\doughnut005T(13).jpg,True,0.7285268596462342,False
3745,doughnut,1,79,doughnut005T(14),0,432,172,730,456,images\doughnut005T(14).jpg,True,0.7344470228945262,False
3746,doughnut,1,80,doughnut005T(15),0,386,230,649,487,images\doughnut005T(15).jpg,True,0.7420001258029427,False
3747,doughnut,2,1,doughnut005T(2),0,324,212,587,455,images\doughnut005T(2).jpg,True,0.7191227573655852,False
3748,doughnut,2,2,doughnut005T(3),0,355,210,614,493,images\doughnut005T(3).jpg,True,0.7130303288299062,False
3749,doughnut,2,3,doughnut005T(4),0,398,246,631,474,images\doughnut005T(4).jpg,True,0.7386970433757218,False
3750,doughnut,2,4,doughnut005T(5),0,418,248,646,489,images\doughnut005T(5).jpg,True,0.7383218164913191,False
3751,doughnut,2,5,doughnut005T(6),0,383,240,628,482,images\doughnut005T(6).jpg,True,0.7152245941974396,False
3752,doughnut,2,6,doughnut005T(7),0,357,203,625,462,images\doughnut005T(7).jpg,True,0.7031895304200138,False
3753,doughnut,2,7,doughnut005T(8),0,404,250,666,512,images\doughnut005T(8).jpg,True,0.6976694913754868,False
3754,doughnut,2,8,doughnut005T(9),0,391,210,663,474,images\doughnut005T(9).jpg,True,0.7146900498106192,False
3755,doughnut,2,9,doughnut006S(1),0,409,311,679,410,images\doughnut006S(1).jpg,True,0.7517750938000489,False
3756,doughnut,2,10,doughnut006S(10),0,413,303,688,390,images\doughnut006S(10).jpg,True,0.7833168438693159,False
3757,doughnut,2,11,doughnut006S(11),0,380,323,637,425,images\doughnut006S(11).jpg,True,0.7792760444852165,False
3758,doughnut,2,12,doughnut006S(12),0,395,286,661,375,images\doughnut006S(12).jpg,True,0.8118228730351893,False
3759,doughnut,2,13,doughnut006S(13),0,416,288,675,370,images\doughnut006S(13).jpg,True,0.7775806275675317,False
3760,doughnut,2,14,doughnut006S(14),0,373,274,630,358,images\doughnut006S(14).jpg,True,0.8140606681369587,False
3761,doughnut,2,15,doughnut006S(15),0,394,270,661,366,images\doughnut006S(15).jpg,True,0.7399089879739993,False
3762,doughnut,2,16,doughnut006S(16),0,423,287,667,367,images\doughnut006S(16).jpg,True,0.8176046709130302,False
3763,doughnut,2,17,doughnut006S(17),0,412,296,647,390,images\doughnut006S(17).jpg,True,0.7653119140461804,False
3764,doughnut,2,18,doughnut006S(18),0,390,300,674,393,images\doughnut006S(18).jpg,True,0.8042154950674194,False
3765,doughnut,2,19,doughnut006S(19),0,399,279,647,379,images\doughnut006S(19).jpg,True,0.7456464370397418,False
3766,doughnut,2,20,doughnut006S(2),0,433,327,668,407,images\doughnut006S(2).jpg,True,0.7656547842742881,False
3767,doughnut,2,21,doughnut006S(3),0,425,303,683,381,images\doughnut006S(3).jpg,True,0.8041323773185158,False
3768,doughnut,2,22,doughnut006S(4),0,417,312,650,399,images\doughnut006S(4).jpg,True,0.7885748663720713,False
3769,doughnut,2,23,doughnut006S(5),0,454,307,720,393,images\doughnut006S(5).jpg,True,0.8260905361854654,False
3770,doughnut,2,24,doughnut006S(6),0,449,321,705,409,images\doughnut006S(6).jpg,True,0.7859158472773273,False
3771,doughnut,2,25,doughnut006S(7),0,416,257,689,341,images\doughnut006S(7).jpg,True,0.7676423509462079,False
3772,doughnut,2,26,doughnut006S(8),0,411,290,653,376,images\doughnut006S(8).jpg,True,0.8054081103449771,False
3773,doughnut,2,27,doughnut006T(1),0,360,223,639,521,images\doughnut006T(1).jpg,True,0.7373867036152006,False
3774,doughnut,2,28,doughnut006T(10),0,421,206,701,502,images\doughnut006T(10).jpg,True,0.7180130118310811,False
3775,doughnut,2,29,doughnut006T(11),0,398,166,688,442,images\doughnut006T(11).jpg,True,0.7464071525731207,False
3776,doughnut,2,30,doughnut006T(12),0,424,185,705,475,images\doughnut006T(12).jpg,True,0.722935097852843,False
3777,doughnut,2,31,doughnut006T(13),0,379,220,669,491,images\doughnut006T(13).jpg,True,0.7301788858270727,False
3778,doughnut,2,32,doughnut006T(14),0,403,228,663,515,images\doughnut006T(14).jpg,True,0.7204940095158656,False
3779,doughnut,2,33,doughnut006T(15),0,346,214,583,421,images\doughnut006T(15).jpg,True,0.7679987920267456,False
3780,doughnut,2,34,doughnut006T(16),0,399,254,627,505,images\doughnut006T(16).jpg,True,0.6323611784279549,False
3781,doughnut,2,35,doughnut006T(17),0,349,148,661,434,images\doughnut006T(17).jpg,True,0.7702003478969613,False
3782,doughnut,2,36,doughnut006T(18),0,376,210,617,470,images\doughnut006T(18).jpg,True,0.729607630708583,False
3783,doughnut,2,37,doughnut006T(2),0,352,212,644,487,images\doughnut006T(2).jpg,True,0.7168236685533391,False
3784,doughnut,2,38,doughnut006T(3),0,392,188,664,481,images\doughnut006T(3).jpg,True,0.7079995774502013,False
3785,doughnut,2,39,doughnut006T(4),0,368,178,650,436,images\doughnut006T(4).jpg,True,0.7637550677407713,False
3786,doughnut,2,40,doughnut006T(5),0,334,195,606,492,images\doughnut006T(5).jpg,True,0.6780406663376639,False
3787,doughnut,2,41,doughnut006T(6),0,375,203,671,473,images\doughnut006T(6).jpg,True,0.7064657271041115,False
3788,doughnut,2,42,doughnut006T(7),0,393,180,666,479,images\doughnut006T(7).jpg,True,0.7192037697338536,False
3789,doughnut,2,43,doughnut006T(8),0,357,185,648,491,images\doughnut006T(8).jpg,True,0.7306799948102185,False
3790,doughnut,2,44,doughnut006T(9),0,367,210,654,479,images\doughnut006T(9).jpg,True,0.7210117944273401,False
3791,doughnut,2,45,doughnut007S(1),0,402,280,685,377,images\doughnut007S(1).jpg,True,0.8348653727325459,False
3792,doughnut,2,46,doughnut007S(10),0,424,297,709,403,images\doughnut007S(10).jpg,True,0.7991961978396962,False
3793,doughnut,2,47,doughnut007S(11),0,441,265,705,366,images\doughnut007S(11).jpg,True,0.7616771708683474,False
3794,doughnut,2,48,doughnut007S(12),0,390,285,666,381,images\doughnut007S(12).jpg,True,0.7952101896832122,False
3795,doughnut,2,49,doughnut007S(13),0,458,269,710,368,images\doughnut007S(13).jpg,True,0.7614825648376802,False
3796,doughnut,2,50,doughnut007S(14),0,435,267,728,375,images\doughnut007S(14).jpg,True,0.7597397673342767,False
3797,doughnut,2,51,doughnut007S(15),0,440,282,693,376,images\doughnut007S(15).jpg,True,0.8104820893940438,False
3798,doughnut,2,52,doughnut007S(2),0,460,250,724,347,images\doughnut007S(2).jpg,True,0.7960361471517095,False
3799,doughnut,2,53,doughnut007S(3),0,447,278,692,373,images\doughnut007S(3).jpg,True,0.8140814045648067,False
3800,doughnut,2,54,doughnut007S(4),0,404,261,666,359,images\doughnut007S(4).jpg,True,0.8380554516409917,False
3801,doughnut,2,55,doughnut007S(5),0,422,297,648,389,images\doughnut007S(5).jpg,True,0.7566074601736534,False
3802,doughnut,2,56,doughnut007S(6),0,471,285,731,379,images\doughnut007S(6).jpg,True,0.8068111503988571,False
3803,doughnut,2,57,doughnut007S(7),0,455,277,711,378,images\doughnut007S(7).jpg,True,0.8087157295498417,False
3804,doughnut,2,58,doughnut007S(8),0,402,261,678,362,images\doughnut007S(8).jpg,True,0.807648727507107,False
3805,doughnut,2,59,doughnut007S(9),0,415,258,665,355,images\doughnut007S(9).jpg,True,0.8045798942657836,False
3806,doughnut,2,60,doughnut007T(1),0,427,197,686,468,images\doughnut007T(1).jpg,True,0.7421073180150375,False
3807,doughnut,2,61,doughnut007T(10),0,358,206,586,433,images\doughnut007T(10).jpg,True,0.7571932081547028,False
3808,doughnut,2,62,doughnut007T(11),0,371,202,600,400,images\doughnut007T(11).jpg,True,0.7271753639159697,False
3809,doughnut,2,63,doughnut007T(12),0,367,218,577,433,images\doughnut007T(12).jpg,True,0.7590794661041023,False
3810,doughnut,2,64,doughnut007T(13),0,370,204,597,401,images\doughnut007T(13).jpg,True,0.7759437879787573,False
3811,doughnut,2,65,doughnut007T(14),0,397,204,639,461,images\doughnut007T(14).jpg,True,0.7568289032355762,False
3812,doughnut,2,66,doughnut007T(15),0,396,212,664,446,images\doughnut007T(15).jpg,True,0.7242722803826857,False
3813,doughnut,2,67,doughnut007T(2),0,422,200,616,416,images\doughnut007T(2).jpg,True,0.751641519973604,False
3814,doughnut,2,68,doughnut007T(3),0,366,228,607,446,images\doughnut007T(3).jpg,True,0.721527427005068,False
3815,doughnut,2,69,doughnut007T(4),0,419,207,668,477,images\doughnut007T(4).jpg,True,0.7492580710226308,False
3816,doughnut,2,70,doughnut007T(5),0,391,240,651,475,images\doughnut007T(5).jpg,True,0.7170984294139401,False
3817,doughnut,2,71,doughnut007T(6),0,411,193,633,416,images\doughnut007T(6).jpg,True,0.7732791411913772,False
3818,doughnut,2,72,doughnut007T(7),0,382,215,647,453,images\doughnut007T(7).jpg,True,0.7469852955594678,False
3819,doughnut,2,73,doughnut007T(8),0,420,197,664,456,images\doughnut007T(8).jpg,True,0.7261857497341369,False
3820,doughnut,2,74,doughnut007T(9),0,459,205,759,478,images\doughnut007T(9).jpg,True,0.7376234720474039,False
3821,doughnut,2,75,doughnut008S(1),0,452,252,724,355,images\doughnut008S(1).jpg,True,0.8129790415930372,False
3822,doughnut,2,76,doughnut008S(10),0,456,274,704,364,images\doughnut008S(10).jpg,True,0.7916447667289861,False
3823,doughnut,2,77,doughnut008S(11),0,475,257,754,361,images\doughnut008S(11).jpg,True,0.7599345478270843,False
3824,doughnut,2,78,doughnut008S(12),0,484,281,742,375,images\doughnut008S(12).jpg,True,0.8129779014684086,False
3825,doughnut,2,79,doughnut008S(13),0,446,292,741,390,images\doughnut008S(13).jpg,True,0.817052346644564,False
3826,doughnut,2,80,doughnut008S(14),0,429,265,681,360,images\doughnut008S(14).jpg,True,0.7754439709143408,False
3827,doughnut,3,1,doughnut008S(2),0,433,252,701,343,images\doughnut008S(2).jpg,True,0.7957756153861915,False
3828,doughnut,3,2,doughnut008S(3),0,424,265,674,360,images\doughnut008S(3).jpg,True,0.7659514232136908,False
3829,doughnut,3,3,doughnut008S(4),0,432,232,718,340,images\doughnut008S(4).jpg,True,0.7835014592311079,False
3830,doughnut,3,4,doughnut008S(5),0,407,244,657,335,images\doughnut008S(5).jpg,True,0.7806815770933226,False
3831,doughnut,3,5,doughnut008S(6),0,420,268,705,362,images\doughnut008S(6).jpg,True,0.8401379847603181,False
3832,doughnut,3,6,doughnut008S(7),0,397,246,656,340,images\doughnut008S(7).jpg,True,0.8025156517648424,False
3833,doughnut,3,7,doughnut008S(8),0,427,241,719,342,images\doughnut008S(8).jpg,True,0.8330998269210317,False
3834,doughnut,3,8,doughnut008S(9),0,404,269,681,360,images\doughnut008S(9).jpg,True,0.8096077157794617,False
3835,doughnut,3,9,doughnut008T(1),0,418,203,660,459,images\doughnut008T(1).jpg,True,0.7432174070444615,False
3836,doughnut,3,10,doughnut008T(10),0,394,195,620,398,images\doughnut008T(10).jpg,True,0.7749089003629719,False
3837,doughnut,3,11,doughnut008T(11),0,407,205,599,407,images\doughnut008T(11).jpg,True,0.7885297312327839,False
3838,doughnut,3,12,doughnut008T(12),0,409,193,667,414,images\doughnut008T(12).jpg,True,0.7774230246852256,False
3839,doughnut,3,13,doughnut008T(13),0,387,178,644,450,images\doughnut008T(13).jpg,True,0.7611903540481311,False
3840,doughnut,3,14,doughnut008T(14),0,386,212,663,462,images\doughnut008T(14).jpg,True,0.7226733534864287,False
3841,doughnut,3,15,doughnut008T(2),0,384,245,653,536,images\doughnut008T(2).jpg,True,0.7715597937365736,False
3842,doughnut,3,16,doughnut008T(3),0,373,196,632,422,images\doughnut008T(3).jpg,True,0.7751768230226368,False
3843,doughnut,3,17,doughnut008T(4),0,462,235,744,536,images\doughnut008T(4).jpg,True,0.7432257743505212,False
3844,doughnut,3,18,doughnut008T(5),0,412,195,688,453,images\doughnut008T(5).jpg,True,0.7757971384001305,False
3845,doughnut,3,19,doughnut008T(6),0,445,205,673,466,images\doughnut008T(6).jpg,True,0.7465387491066424,False
3846,doughnut,3,20,doughnut008T(7),0,426,212,670,433,images\doughnut008T(7).jpg,True,0.7921755014581088,False
3847,doughnut,3,21,doughnut008T(8),0,442,186,683,455,images\doughnut008T(8).jpg,True,0.6942839026344336,False
3848,doughnut,3,22,doughnut008T(9),0,418,164,647,411,images\doughnut008T(9).jpg,True,0.717305487047497,False
3849,doughnut,3,23,doughnut009S(1),0,453,244,719,339,images\doughnut009S(1).jpg,True,0.7830300527482881,False
3850,doughnut,3,24,doughnut009S(10),0,427,263,698,363,images\doughnut009S(10).jpg,True,0.7908591182768343,False
3851,doughnut,3,25,doughnut009S(11),0,449,248,711,341,images\doughnut009S(11).jpg,True,0.8026027212617732,False
3852,doughnut,3,26,doughnut009S(12),0,424,244,709,336,images\doughnut009S(12).jpg,True,0.7851517059334454,False
3853,doughnut,3,27,doughnut009S(13),0,443,250,708,343,images\doughnut009S(13).jpg,True,0.807505109584417,False
3854,doughnut,3,28,doughnut009S(14),0,451,245,741,347,images\doughnut009S(14).jpg,True,0.7883182796116132,False
3855,doughnut,3,29,doughnut009S(2),0,424,221,688,306,images\doughnut009S(2).jpg,True,0.7649205928236336,False
3856,doughnut,3,30,doughnut009S(3),0,463,243,736,351,images\doughnut009S(3).jpg,True,0.737014179772558,False
3857,doughnut,3,31,doughnut009S(4),0,475,268,757,386,images\doughnut009S(4).jpg,True,0.7376900607512323,False
3858,doughnut,3,32,doughnut009S(5),0,476,282,759,372,images\doughnut009S(5).jpg,True,0.8215516907343483,False
3859,doughnut,3,33,doughnut009S(6),0,422,261,692,347,images\doughnut009S(6).jpg,True,0.8277092857123638,False
3860,doughnut,3,34,doughnut009S(7),0,451,242,715,346,images\doughnut009S(7).jpg,True,0.7642201481178501,False
3861,doughnut,3,35,doughnut009S(8),0,459,239,732,350,images\doughnut009S(8).jpg,True,0.7856001765225067,False
3862,doughnut,3,36,doughnut009S(9),0,467,242,747,341,images\doughnut009S(9).jpg,True,0.7814508790653261,False
3863,doughnut,3,37,doughnut009T(1),0,426,197,668,425,images\doughnut009T(1).jpg,True,0.7809434348345159,False
3864,doughnut,3,38,doughnut009T(10),0,422,158,684,419,images\doughnut009T(10).jpg,True,0.7517072584517632,False
3865,doughnut,3,39,doughnut009T(11),0,445,254,696,505,images\doughnut009T(11).jpg,True,0.7552339479609522,False
3866,doughnut,3,40,doughnut009T(12),0,418,200,656,432,images\doughnut009T(12).jpg,True,0.7778470696429882,False
3867,doughnut,3,41,doughnut009T(13),0,428,197,683,442,images\doughnut009T(13).jpg,True,0.7639610925210062,False
3868,doughnut,3,42,doughnut009T(14),0,395,179,611,390,images\doughnut009T(14).jpg,True,0.7387648313060793,False
3869,doughnut,3,43,doughnut009T(2),0,379,216,592,423,images\doughnut009T(2).jpg,True,0.7200344291360548,False
3870,doughnut,3,44,doughnut009T(3),0,448,180,672,390,images\doughnut009T(3).jpg,True,0.784403319026484,False
3871,doughnut,3,45,doughnut009T(4),0,428,206,662,439,images\doughnut009T(4).jpg,True,0.7363073912645466,False
3872,doughnut,3,46,doughnut009T(5),0,354,192,572,398,images\doughnut009T(5).jpg,True,0.7194840455283052,False
3873,doughnut,3,47,doughnut009T(6),0,420,165,688,433,images\doughnut009T(6).jpg,True,0.7614040457316928,False
3874,doughnut,3,48,doughnut009T(7),0,400,188,642,419,images\doughnut009T(7).jpg,True,0.7432610054574513,False
3875,doughnut,3,49,doughnut009T(8),0,387,209,623,457,images\doughnut009T(8).jpg,True,0.7610913831043284,False
3876,doughnut,3,50,doughnut009T(9),0,367,191,642,451,images\doughnut009T(9).jpg,True,0.7271505120455646,False
3877,egg,1,1,egg001S(1),0,447,293,555,393,images\egg001S(1).jpg,True,0.7101950588936976,False
3878,egg,1,2,egg001S(2),0,432,285,568,389,images\egg001S(2).jpg,True,0.7134899757672082,False
3879,egg,1,3,egg001S(3),0,444,298,546,396,images\egg001S(3).jpg,True,0.7233393387217427,False
3880,egg,1,4,egg001S(4),0,460,277,595,378,images\egg001S(4).jpg,True,0.7018997035879501,False
3881,egg,1,5,egg001S(5),0,471,271,574,371,images\egg001S(5).jpg,True,0.7481549528882157,False
3882,egg,1,6,egg001S(6),0,422,271,553,369,images\egg001S(6).jpg,True,0.7273415977961433,False
3883,egg,1,7,egg001S(7),0,403,267,539,366,images\egg001S(7).jpg,True,0.749470084837955,False
3884,egg,1,8,egg001T(1),0,431,320,571,437,images\egg001T(1).jpg,True,0.758802750389012,False
3885,egg,1,9,egg001T(2),0,472,301,603,456,images\egg001T(2).jpg,True,0.7285473519320866,False
3886,egg,1,10,egg001T(3),0,485,307,607,459,images\egg001T(3).jpg,True,0.7297618894244577,False
3887,egg,1,11,egg001T(4),0,420,290,580,417,images\egg001T(4).jpg,True,0.7089175679074446,False
3888,egg,1,12,egg001T(5),0,468,300,580,440,images\egg001T(5).jpg,True,0.6833531852360698,False
3889,egg,1,13,egg001T(6),0,430,310,588,440,images\egg001T(6).jpg,True,0.7158121618169819,False
3890,egg,1,14,egg001T(7),0,473,276,610,441,images\egg001T(7).jpg,True,0.7236638077821187,False
3891,egg,1,15,egg002T(1),0,523,319,656,482,images\egg002T(1).jpg,True,0.7066955316604064,False
3892,egg,1,16,egg002T(2),0,539,263,665,415,images\egg002T(2).jpg,True,0.7766657557685495,False
3893,egg,1,17,egg002T(3),0,502,255,674,391,images\egg002T(3).jpg,True,0.7175831255076857,False
3894,egg,1,18,egg002T(4),0,479,265,648,390,images\egg002T(4).jpg,True,0.6870198764437282,False
3895,egg,1,19,egg002T(5),0,498,240,622,388,images\egg002T(5).jpg,True,0.7590532658793915,False
3896,egg,1,20,egg002T(6),0,481,250,614,420,images\egg002T(6).jpg,True,0.7094409627018323,False
3897,egg,1,21,egg002T(7),0,478,294,635,427,images\egg002T(7).jpg,True,0.7307275888785933,False
3898,egg,1,22,egg002T(8),0,529,243,678,423,images\egg002T(8).jpg,True,0.6958446798323712,False
3899,egg,1,23,egg002T(9),0,458,298,629,426,images\egg002T(9).jpg,True,0.7293248602848387,False
3900,egg,1,24,egg002s(1),0,391,226,552,350,images\egg002s(1).jpg,True,0.7003760358532047,False
3901,egg,1,25,egg002s(2),0,464,227,612,346,images\egg002s(2).jpg,True,0.7160052178665852,False
3902,egg,1,26,egg002s(3),0,483,250,596,365,images\egg002s(3).jpg,True,0.7404906299376763,False
3903,egg,1,27,egg002s(4),0,496,230,619,348,images\egg002s(4).jpg,True,0.7119800873896781,False
3904,egg,1,28,egg002s(5),0,439,226,583,342,images\egg002s(5).jpg,True,0.7131533780621002,False
3905,egg,1,29,egg002s(6),0,417,218,578,347,images\egg002s(6).jpg,True,0.7402982695249747,False
3906,egg,1,30,egg002s(7),0,441,225,577,353,images\egg002s(7).jpg,True,0.7529751766070074,False
3907,egg,1,31,egg002s(8),0,408,203,566,331,images\egg002s(8).jpg,True,0.733413565627707,False
3908,egg,1,32,egg002s(9),0,437,230,565,351,images\egg002s(9).jpg,True,0.7282326888002305,False
3909,egg,1,33,egg003S(1),0,501,231,641,336,images\egg003S(1).jpg,True,0.7070153007676898,False
3910,egg,1,34,egg003S(2),0,470,266,577,373,images\egg003S(2).jpg,True,0.7089779144932125,False
3911,egg,1,35,egg003S(3),0,449,271,581,369,images\egg003S(3).jpg,True,0.7767031152046561,False
3912,egg,1,36,egg003S(4),0,461,260,568,361,images\egg003S(4).jpg,True,0.7033233219961218,False
3913,egg,1,37,egg003S(5),0,469,295,607,400,images\egg003S(5).jpg,True,0.6890083898166534,False
3914,egg,1,38,egg003S(6),0,422,316,559,415,images\egg003S(6).jpg,True,0.7435113176700783,False
3915,egg,1,39,egg003T(1),0,488,285,620,455,images\egg003T(1).jpg,True,0.7494533797035674,False
3916,egg,1,40,egg003T(2),0,505,301,636,481,images\egg003T(2).jpg,True,0.7444858245636005,False
3917,egg,1,41,egg003T(3),0,440,272,562,425,images\egg003T(3).jpg,True,0.7228208418557314,False
3918,egg,1,42,egg003T(4),0,474,245,628,361,images\egg003T(4).jpg,True,0.6992323984259469,False
3919,egg,1,43,egg003T(5),0,494,266,621,421,images\egg003T(5).jpg,True,0.6653264473314834,False
3920,egg,1,44,egg003T(6),0,456,344,621,469,images\egg003T(6).jpg,True,0.7162430287430288,False
3921,egg,1,45,egg004S(1),0,585,275,724,406,images\egg004S(1).jpg,True,0.7461482306500433,False
3922,egg,1,46,egg004S(2),0,502,225,670,354,images\egg004S(2).jpg,True,0.743706896304299,False
3923,egg,1,47,egg004S(3),0,500,250,636,382,images\egg004S(3).jpg,True,0.7666460546475413,False
3924,egg,1,48,egg004S(4),0,515,244,676,361,images\egg004S(4).jpg,True,0.7295782952679504,False
3925,egg,1,49,egg004S(5),0,502,252,626,371,images\egg004S(5).jpg,True,0.7376254449964708,False
3926,egg,1,50,egg004T(1),0,317,307,458,408,images\egg004T(1).jpg,True,0.7351934876894044,False
3927,egg,1,51,egg004T(2),0,442,261,549,397,images\egg004T(2).jpg,True,0.735035912875539,False
3928,egg,1,52,egg004T(3),0,435,299,614,437,images\egg004T(3).jpg,True,0.7211642487943942,False
3929,egg,1,53,egg004T(4),0,415,308,533,466,images\egg004T(4).jpg,True,0.6896559527345352,False
3930,egg,1,54,egg004T(5),0,422,364,577,485,images\egg004T(5).jpg,True,0.6804861211489864,False
3931,egg,1,55,egg005S(1),0,454,191,584,312,images\egg005S(1).jpg,True,0.720809776160089,False
3932,egg,1,56,egg005S(2),0,500,215,652,341,images\egg005S(2).jpg,True,0.7706288078537784,False
3933,egg,1,57,egg005S(3),0,515,217,647,343,images\egg005S(3).jpg,True,0.7579590444074987,False
3934,egg,1,58,egg005S(4),0,483,208,650,338,images\egg005S(4).jpg,True,0.7270886551839182,False
3935,egg,1,59,egg005S(5),0,472,203,606,329,images\egg005S(5).jpg,True,0.7095558798317847,False
3936,egg,1,60,egg005S(6),0,405,203,566,327,images\egg005S(6).jpg,True,0.7231125356125356,False
3937,egg,1,61,egg005S(7),0,453,164,584,289,images\egg005S(7).jpg,True,0.7775875035544635,False
3938,egg,1,62,egg005S(8),0,424,167,593,299,images\egg005S(8).jpg,True,0.7104892752562051,False
